2022-05-16 21:05:911 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:66 INFO  CreateAccountPage :188 - Enter city Rom to city field [[ChromeDriver: chrome on WINDOWS (be29acaece2316f4ea490cd1aa3cf263)] -> xpath: //input[@id='city']]
2022-05-16 21:05:161 INFO  CreateAccountPage :193 - Selecting state 3 from dropdown [[ChromeDriver: chrome on WINDOWS (be29acaece2316f4ea490cd1aa3cf263)] -> xpath: //select[@id='id_state']]
2022-05-16 21:05:252 INFO  CreateAccountPage :198 - Enter zip 12345 to email field [[ChromeDriver: chrome on WINDOWS (be29acaece2316f4ea490cd1aa3cf263)] -> xpath: //input[@id='postcode']]
2022-05-16 21:05:324 INFO  CreateAccountPage :203 - Selecting country United States from dropdown [[ChromeDriver: chrome on WINDOWS (be29acaece2316f4ea490cd1aa3cf263)] -> xpath: //select[@id='id_country']]
2022-05-16 21:05:426 INFO  CreateAccountPage :208 - Enter home phone 999990000 to home phone field [[ChromeDriver: chrome on WINDOWS (be29acaece2316f4ea490cd1aa3cf263)] -> xpath: //input[@id='phone']]
2022-05-16 21:05:514 INFO  CreateAccountPage :213 - Enter mobile phone 9898989898 to mobile phone field [[ChromeDriver: chrome on WINDOWS (be29acaece2316f4ea490cd1aa3cf263)] -> xpath: //input[@id='phone_mobile']]
2022-05-16 21:05:598 INFO  CreateAccountPage :218 - Enter assign address W10, drf to assignAddress field [[ChromeDriver: chrome on WINDOWS (be29acaece2316f4ea490cd1aa3cf263)] -> xpath: //input[@id='alias']]
2022-05-16 21:05:687 INFO  CreateAccountPage :223 - Clicking on registerButton [[ChromeDriver: chrome on WINDOWS (be29acaece2316f4ea490cd1aa3cf263)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/form[1]/div[4]/button[1]/span[1]]
2022-05-16 21:05:706 INFO  MyAccount :23 - getting my Account text [[ChromeDriver: chrome on WINDOWS (be29acaece2316f4ea490cd1aa3cf263)] -> xpath: //h1[contains(text(),'My account')]]
2022-05-16 21:05:241 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:476 INFO  HomePage :53 - Clicking on signIn [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 21:05:596 INFO  SignInPage :88 - Enter email Ram to email field [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='email_create']]
2022-05-16 21:05:675 INFO  SignInPage :71 - Clicking on createAnAccountButton [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[1]/form[1]/div[1]/div[3]/button[1]/span[1]]
2022-05-16 21:05:128 INFO  CreateAccountPage :113 - Clicking on title button [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='id_gender1']]
2022-05-16 21:05:233 INFO  CreateAccountPage :118 - Enter firstname Bellato firstName field [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='customer_firstname']]
2022-05-16 21:05:319 INFO  CreateAccountPage :123 - Enter lastName Shahto lastName field [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='customer_lastname']]
2022-05-16 21:05:415 INFO  CreateAccountPage :133 - Enter passField 12345678 to password field [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='passwd']]
2022-05-16 21:05:542 INFO  CreateAccountPage :138 - Selecting day 6 from dropdown [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //select[@id='days']]
2022-05-16 21:05:720 INFO  CreateAccountPage :143 - Selecting month 6 from dropdown [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //select[@id='months']]
2022-05-16 21:05:829 INFO  CreateAccountPage :148 - Selecting year 1995 from dropdown [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //select[@id='years']]
2022-05-16 21:05:922 INFO  CreateAccountPage :153 - Clicking on newsletterbox [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='newsletter']]
2022-05-16 21:05:17 INFO  CreateAccountPage :158 - Clicking on receiveOfferBox [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='optin']]
2022-05-16 21:05:103 INFO  CreateAccountPage :173 - Enter company abc to company field [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='company']]
2022-05-16 21:05:198 INFO  CreateAccountPage :178 - Enter address 19, Beats to email field [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='address1']]
2022-05-16 21:05:286 INFO  CreateAccountPage :183 - Enter address 10S to email field [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='address2']]
2022-05-16 21:05:369 INFO  CreateAccountPage :188 - Enter city Rom to city field [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='city']]
2022-05-16 21:05:465 INFO  CreateAccountPage :193 - Selecting state 3 from dropdown [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //select[@id='id_state']]
2022-05-16 21:05:556 INFO  CreateAccountPage :198 - Enter zip 12345 to email field [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='postcode']]
2022-05-16 21:05:625 INFO  CreateAccountPage :203 - Selecting country United States from dropdown [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //select[@id='id_country']]
2022-05-16 21:05:713 INFO  CreateAccountPage :208 - Enter home phone 996644002 to home phone field [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='phone']]
2022-05-16 21:05:802 INFO  CreateAccountPage :213 - Enter mobile phone 9966440022 to mobile phone field [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='phone_mobile']]
2022-05-16 21:05:895 INFO  CreateAccountPage :218 - Enter assign address W10, drf to assignAddress field [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //input[@id='alias']]
2022-05-16 21:05:304 INFO  CreateAccountPage :223 - Clicking on registerButton [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/form[1]/div[4]/button[1]/span[1]]
2022-05-16 21:05:331 INFO  MyAccount :23 - getting my Account text [[ChromeDriver: chrome on WINDOWS (69541257c2d150d2b6401c0e944af501)] -> xpath: //h1[contains(text(),'My account')]]
2022-05-16 21:05:88 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:151 INFO  HomePage :53 - Clicking on signIn [[ChromeDriver: chrome on WINDOWS (0270f9039535f33f0177beb634ba1541)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 21:05:175 INFO  SignInPage :75 - getting authentication text [[ChromeDriver: chrome on WINDOWS (0270f9039535f33f0177beb634ba1541)] -> xpath: //h1[contains(text(),'Authentication')]]
2022-05-16 21:05:885 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:604 INFO  HomePage :53 - Clicking on signIn [[ChromeDriver: chrome on WINDOWS (1c35d83cc3a38e251f93d9c2d841f1c3)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 21:05:681 INFO  SignInPage :56 - Enter email  to email field [[ChromeDriver: chrome on WINDOWS (1c35d83cc3a38e251f93d9c2d841f1c3)] -> xpath: //input[@id='email']]
2022-05-16 21:05:781 INFO  SignInPage :61 - Enter password 123456 to password field [[ChromeDriver: chrome on WINDOWS (1c35d83cc3a38e251f93d9c2d841f1c3)] -> xpath: //input[@id='passwd']]
2022-05-16 21:05:800 INFO  SignInPage :66 - Clicking on signInButton [[ChromeDriver: chrome on WINDOWS (1c35d83cc3a38e251f93d9c2d841f1c3)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-16 21:05:818 INFO  SignInPage :99 - getting errorMessage text [[ChromeDriver: chrome on WINDOWS (1c35d83cc3a38e251f93d9c2d841f1c3)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-16 21:05:529 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:368 INFO  HomePage :53 - Clicking on signIn [[ChromeDriver: chrome on WINDOWS (47b39e9956cb2304e0b7ffd4d91d0011)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 21:05:476 INFO  SignInPage :56 - Enter email abcd@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (47b39e9956cb2304e0b7ffd4d91d0011)] -> xpath: //input[@id='email']]
2022-05-16 21:05:555 INFO  SignInPage :61 - Enter password  to password field [[ChromeDriver: chrome on WINDOWS (47b39e9956cb2304e0b7ffd4d91d0011)] -> xpath: //input[@id='passwd']]
2022-05-16 21:05:266 INFO  SignInPage :66 - Clicking on signInButton [[ChromeDriver: chrome on WINDOWS (47b39e9956cb2304e0b7ffd4d91d0011)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-16 21:05:287 INFO  SignInPage :99 - getting errorMessage text [[ChromeDriver: chrome on WINDOWS (47b39e9956cb2304e0b7ffd4d91d0011)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-16 21:05:987 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:845 INFO  HomePage :53 - Clicking on signIn [[ChromeDriver: chrome on WINDOWS (c8f4218263d03b37143002b2c3169b9c)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 21:05:927 INFO  SignInPage :56 - Enter email adfdfgfg to email field [[ChromeDriver: chrome on WINDOWS (c8f4218263d03b37143002b2c3169b9c)] -> xpath: //input[@id='email']]
2022-05-16 21:05:25 INFO  SignInPage :61 - Enter password 123456 to password field [[ChromeDriver: chrome on WINDOWS (c8f4218263d03b37143002b2c3169b9c)] -> xpath: //input[@id='passwd']]
2022-05-16 21:05:919 INFO  SignInPage :66 - Clicking on signInButton [[ChromeDriver: chrome on WINDOWS (c8f4218263d03b37143002b2c3169b9c)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-16 21:05:941 INFO  SignInPage :99 - getting errorMessage text [[ChromeDriver: chrome on WINDOWS (c8f4218263d03b37143002b2c3169b9c)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-16 21:05:645 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:482 INFO  HomePage :53 - Clicking on signIn [[ChromeDriver: chrome on WINDOWS (8ea3da029a7a08ab209533e859d44f71)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 21:05:585 INFO  SignInPage :56 - Enter email abcd@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (8ea3da029a7a08ab209533e859d44f71)] -> xpath: //input[@id='email']]
2022-05-16 21:05:678 INFO  SignInPage :61 - Enter password 123456 to password field [[ChromeDriver: chrome on WINDOWS (8ea3da029a7a08ab209533e859d44f71)] -> xpath: //input[@id='passwd']]
2022-05-16 21:05:427 INFO  SignInPage :66 - Clicking on signInButton [[ChromeDriver: chrome on WINDOWS (8ea3da029a7a08ab209533e859d44f71)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-16 21:05:447 INFO  SignInPage :99 - getting errorMessage text [[ChromeDriver: chrome on WINDOWS (8ea3da029a7a08ab209533e859d44f71)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-16 21:05:135 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:462 INFO  HomePage :53 - Clicking on signIn [[ChromeDriver: chrome on WINDOWS (e419ab5bfbafa613f7d25a2c54ccf8e5)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 21:05:553 INFO  SignInPage :56 - Enter email ram1123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (e419ab5bfbafa613f7d25a2c54ccf8e5)] -> xpath: //input[@id='email']]
2022-05-16 21:05:641 INFO  SignInPage :61 - Enter password 123456 to password field [[ChromeDriver: chrome on WINDOWS (e419ab5bfbafa613f7d25a2c54ccf8e5)] -> xpath: //input[@id='passwd']]
2022-05-16 21:05:560 INFO  SignInPage :66 - Clicking on signInButton [[ChromeDriver: chrome on WINDOWS (e419ab5bfbafa613f7d25a2c54ccf8e5)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-16 21:05:578 INFO  Account :23 - getting signout text [[ChromeDriver: chrome on WINDOWS (e419ab5bfbafa613f7d25a2c54ccf8e5)] -> xpath: //header/div[2]/div[1]/div[1]/nav[1]/div[2]/a[1]]
2022-05-16 21:05:266 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:41 INFO  HomePage :53 - Clicking on signIn [[ChromeDriver: chrome on WINDOWS (5e2c3ad1deefc7e2160cf74356129c4f)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 21:05:137 INFO  SignInPage :56 - Enter email ram1123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (5e2c3ad1deefc7e2160cf74356129c4f)] -> xpath: //input[@id='email']]
2022-05-16 21:05:231 INFO  SignInPage :61 - Enter password 123456 to password field [[ChromeDriver: chrome on WINDOWS (5e2c3ad1deefc7e2160cf74356129c4f)] -> xpath: //input[@id='passwd']]
2022-05-16 21:05:206 INFO  SignInPage :66 - Clicking on signInButton [[ChromeDriver: chrome on WINDOWS (5e2c3ad1deefc7e2160cf74356129c4f)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-16 21:05:680 INFO  Account :28 - Clicking on signOutLink [[ChromeDriver: chrome on WINDOWS (5e2c3ad1deefc7e2160cf74356129c4f)] -> xpath: //header/div[2]/div[1]/div[1]/nav[1]/div[2]/a[1]]
2022-05-16 21:05:711 INFO  HomePage :60 - verifySignInButton text [[ChromeDriver: chrome on WINDOWS (5e2c3ad1deefc7e2160cf74356129c4f)] -> xpath: //header/div[3]/div[1]/div[1]/div[1]/a[1]/img[1]]
2022-05-16 21:05:431 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:59 INFO  HomePage :41 - Clicking on woman [[ChromeDriver: chrome on WINDOWS (0152b82abbf380f9b73f77299c6e40fc)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-16 21:05:84 INFO  WomenCategoryPage :57 - getting women Text [[ChromeDriver: chrome on WINDOWS (0152b82abbf380f9b73f77299c6e40fc)] -> xpath: //h2[contains(text(),'Women')]]
2022-05-16 21:05:775 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:877 INFO  HomePage :41 - Clicking on woman [[ChromeDriver: chrome on WINDOWS (cc679847f9aa7a9c7442715204cec1e7)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-16 21:05:965 INFO  WomenCategoryPage :85 - Selecting Product Blouse from dropdown [[ChromeDriver: chrome on WINDOWS (cc679847f9aa7a9c7442715204cec1e7)] -> xpath: //h5//a[@title='Blouse']]
2022-05-16 21:05:26 INFO  ProductPage :86 - Clearing quantity [[ChromeDriver: chrome on WINDOWS (cc679847f9aa7a9c7442715204cec1e7)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 21:05:91 INFO  ProductPage :91 - Enter quantity [[ChromeDriver: chrome on WINDOWS (cc679847f9aa7a9c7442715204cec1e7)] -> xpath: //input[@id='quantity_wanted']] to quantity field [[ChromeDriver: chrome on WINDOWS (cc679847f9aa7a9c7442715204cec1e7)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 21:05:114 INFO  ProductPage :60 - Selecting colour M from dropdown [[ChromeDriver: chrome on WINDOWS (cc679847f9aa7a9c7442715204cec1e7)] -> xpath: //select[@id='group_1']]
2022-05-16 21:05:259 INFO  ProductPage :71 - Clicking on addToCart [[ChromeDriver: chrome on WINDOWS (cc679847f9aa7a9c7442715204cec1e7)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-16 21:05:291 INFO  ProductPage :75 - getting product Success text [[ChromeDriver: chrome on WINDOWS (cc679847f9aa7a9c7442715204cec1e7)] -> xpath: //div[@class='layer_cart_product col-xs-12 col-md-6']]
2022-05-16 21:05:304 INFO  ProductPage :81 - Clicking on crossSign [[ChromeDriver: chrome on WINDOWS (cc679847f9aa7a9c7442715204cec1e7)] -> xpath: //header/div[3]/div[1]/div[1]/div[4]/div[1]/div[1]/span[1]]
2022-05-16 21:05:993 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:647 INFO  HomePage :41 - Clicking on woman [[ChromeDriver: chrome on WINDOWS (234aa59ace90cb8fa25ed382b04f4902)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-16 21:05:764 INFO  WomenCategoryPage :89 - Selecting Product Printed Dress from dropdown [[ChromeDriver: chrome on WINDOWS (234aa59ace90cb8fa25ed382b04f4902)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[3]/div[1]/div[2]/h5[1]/a[1]]
2022-05-16 21:05:832 INFO  ProductPage :86 - Clearing quantity [[ChromeDriver: chrome on WINDOWS (234aa59ace90cb8fa25ed382b04f4902)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 21:05:902 INFO  ProductPage :91 - Enter quantity [[ChromeDriver: chrome on WINDOWS (234aa59ace90cb8fa25ed382b04f4902)] -> xpath: //input[@id='quantity_wanted']] to quantity field [[ChromeDriver: chrome on WINDOWS (234aa59ace90cb8fa25ed382b04f4902)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 21:05:927 INFO  ProductPage :60 - Selecting colour L from dropdown [[ChromeDriver: chrome on WINDOWS (234aa59ace90cb8fa25ed382b04f4902)] -> xpath: //select[@id='group_1']]
2022-05-16 21:05:72 INFO  ProductPage :71 - Clicking on addToCart [[ChromeDriver: chrome on WINDOWS (234aa59ace90cb8fa25ed382b04f4902)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-16 21:05:94 INFO  ProductPage :75 - getting product Success text [[ChromeDriver: chrome on WINDOWS (234aa59ace90cb8fa25ed382b04f4902)] -> xpath: //div[@class='layer_cart_product col-xs-12 col-md-6']]
2022-05-16 21:05:593 INFO  ProductPage :81 - Clicking on crossSign [[ChromeDriver: chrome on WINDOWS (234aa59ace90cb8fa25ed382b04f4902)] -> xpath: //header/div[3]/div[1]/div[1]/div[4]/div[1]/div[1]/span[1]]
2022-05-16 21:05:300 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:52 INFO  HomePage :41 - Clicking on woman [[ChromeDriver: chrome on WINDOWS (514035ec21453d7d0861dfd57ae76778)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-16 21:05:622 INFO  WomenCategoryPage :93 - Selecting Product Printed Chiffon Dress from dropdown [[ChromeDriver: chrome on WINDOWS (514035ec21453d7d0861dfd57ae76778)] -> xpath: //h5//a[@title='Printed Chiffon Dress']]
2022-05-16 21:05:681 INFO  ProductPage :86 - Clearing quantity [[ChromeDriver: chrome on WINDOWS (514035ec21453d7d0861dfd57ae76778)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 21:05:752 INFO  ProductPage :91 - Enter quantity [[ChromeDriver: chrome on WINDOWS (514035ec21453d7d0861dfd57ae76778)] -> xpath: //input[@id='quantity_wanted']] to quantity field [[ChromeDriver: chrome on WINDOWS (514035ec21453d7d0861dfd57ae76778)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 21:05:780 INFO  ProductPage :60 - Selecting colour S from dropdown [[ChromeDriver: chrome on WINDOWS (514035ec21453d7d0861dfd57ae76778)] -> xpath: //select[@id='group_1']]
2022-05-16 21:05:882 INFO  ProductPage :71 - Clicking on addToCart [[ChromeDriver: chrome on WINDOWS (514035ec21453d7d0861dfd57ae76778)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-16 21:05:900 INFO  ProductPage :75 - getting product Success text [[ChromeDriver: chrome on WINDOWS (514035ec21453d7d0861dfd57ae76778)] -> xpath: //div[@class='layer_cart_product col-xs-12 col-md-6']]
2022-05-16 21:05:589 INFO  ProductPage :81 - Clicking on crossSign [[ChromeDriver: chrome on WINDOWS (514035ec21453d7d0861dfd57ae76778)] -> xpath: //header/div[3]/div[1]/div[1]/div[4]/div[1]/div[1]/span[1]]
2022-05-16 21:05:273 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 21:05:325 INFO  HomePage :41 - Clicking on woman [[ChromeDriver: chrome on WINDOWS (02cda59e0fa367ba33ff4aa697d92a67)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-16 21:05:486 INFO  WomenCategoryPage :97 - Selecting Product Printed Summer Dress with Price $28.98 from dropdown [[ChromeDriver: chrome on WINDOWS (02cda59e0fa367ba33ff4aa697d92a67)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[5]/div[1]/div[2]/h5[1]/a[1]]
2022-05-16 21:05:549 INFO  ProductPage :86 - Clearing quantity [[ChromeDriver: chrome on WINDOWS (02cda59e0fa367ba33ff4aa697d92a67)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 21:05:615 INFO  ProductPage :91 - Enter quantity [[ChromeDriver: chrome on WINDOWS (02cda59e0fa367ba33ff4aa697d92a67)] -> xpath: //input[@id='quantity_wanted']] to quantity field [[ChromeDriver: chrome on WINDOWS (02cda59e0fa367ba33ff4aa697d92a67)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 21:05:646 INFO  ProductPage :60 - Selecting colour M from dropdown [[ChromeDriver: chrome on WINDOWS (02cda59e0fa367ba33ff4aa697d92a67)] -> xpath: //select[@id='group_1']]
2022-05-16 21:05:792 INFO  ProductPage :71 - Clicking on addToCart [[ChromeDriver: chrome on WINDOWS (02cda59e0fa367ba33ff4aa697d92a67)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-16 21:05:812 INFO  ProductPage :75 - getting product Success text [[ChromeDriver: chrome on WINDOWS (02cda59e0fa367ba33ff4aa697d92a67)] -> xpath: //div[@class='layer_cart_product col-xs-12 col-md-6']]
2022-05-16 21:05:526 INFO  ProductPage :81 - Clicking on crossSign [[ChromeDriver: chrome on WINDOWS (02cda59e0fa367ba33ff4aa697d92a67)] -> xpath: //header/div[3]/div[1]/div[1]/div[4]/div[1]/div[1]/span[1]]
